Source,Target,Weight,Type
"Action","Self-conscious",5.0,undirected
"Action","selfhood",1.0,undirected
"Action","Sense",1.0,undirected
"Action","Sense-knowledge",1.0,undirected
"Action","Sensibility",1.0,undirected
"Action","Shape",2.0,undirected
"Action","Sidedness",2.0,undirected
"Action","Singleness",3.0,undirected
"Action","Soliciting",1.0,undirected
"Action","Spirit",15.0,undirected
"Action","Subject",3.0,undirected
"Action","Substance",14.0,undirected
"Action","Syllogism",1.0,undirected
"Action","Time",12.0,undirected
"Action","Transition",2.0,undirected
"Action","Uncertainty",2.0,undirected
"Action","Unchangeable",1.0,undirected
"Action","Unconscious",3.0,undirected
"Action","Unity",27.0,undirected
"Action","Universality",13.0,undirected
"Action","Unreality",1.0,undirected
"Action","Utterance",1.0,undirected
"Action","Virtue",4.0,undirected
"Action","Wickedness",1.0,undirected
"Action","Work",20.0,undirected
"Action","World",12.0,undirected
"Action","Worship",1.0,undirected
"Actuality","Alienation",2.0,undirected
"Actuality","Antithesis",6.0,undirected
"Actuality","Art",1.0,undirected
"Actuality","Authority",1.0,undirected
"Actuality","Being",39.0,undirected
"Actuality","Certainty",7.0,undirected
"Actuality","Character",6.0,undirected
"Actuality","Children",1.0,undirected
"Actuality","Community",1.0,undirected
"Actuality","Consciousness",75.0,undirected
"Actuality","Content",14.0,undirected
"Actuality","Contradiction",1.0,undirected
"Actuality","Crime",5.0,undirected
"Actuality","Cult",3.0,undirected
"Actuality","Culture",7.0,undirected
"Actuality","Customs",1.0,undirected
"Actuality","Death",1.0,undirected
"Actuality","Desire",1.0,undirected
"Actuality","Differentiation",1.0,undirected
"Actuality","Duty",4.0,undirected
"Actuality","Enjoyment",3.0,undirected
"Actuality","Essence",32.0,undirected
"Actuality","Evil",1.0,undirected
"Actuality","Existence",22.0,undirected
"Actuality","Expression",3.0,undirected
"Actuality","Extreme",7.0,undirected
"Actuality","Faith",2.0,undirected
"Actuality","Force",4.0,undirected
"Actuality","Forms",23.0,undirected
"Actuality","Freedom",3.0,undirected
"Actuality","Grace",1.0,undirected
"Actuality","Grave",2.0,undirected
"Actuality","Hand",6.0,undirected
"Actuality","Happiness",2.0,undirected
"Actuality","Idea",1.0,undirected
"Actuality","Immediacy",1.0,undirected
"Actuality","Independence",2.0,undirected
"Actuality","Individuality",15.0,undirected
"Actuality","Intention",1.0,undirected
"Actuality","Judgement",1.0,undirected
"Actuality","Knowing",2.0,undirected
"Actuality","Knowledge",4.0,undirected
"Actuality","Law",13.0,undirected
"Actuality","Life",5.0,undirected
"Actuality","Manifold",1.0,undirected
"Actuality","Mediation",1.0,undirected
"Actuality","Mind",1.0,undirected
"Actuality","Moment",14.0,undirected
"Actuality","Morality",5.0,undirected
"Actuality","Movement",17.0,undirected
"Actuality","Nation",2.0,undirected
"Actuality","Nature",15.0,undirected
"Actuality","Negativity",1.0,undirected
"Actuality","Nothingness",2.0,undirected
"Actuality","Notion",17.0,undirected
"Actuality","Nullity",1.0,undirected
"Actuality","Object",7.0,undirected
"Actuality","Observation",9.0,undirected
"Actuality","Organism",2.0,undirected
"Actuality","Otherness",2.0,undirected
"Actuality","Parents",1.0,undirected
"Actuality","Perversion",1.0,undirected
"Actuality","Physiognomy",1.0,undirected
"Actuality","Positive",2.0,undirected
"Actuality","Power",10.0,undirected
"Actuality","Principle",4.0,undirected
"Actuality","Property",1.0,undirected
"Actuality","Psychology",1.0,undirected
"Actuality","Punishment",4.0,undirected
"Actuality","Purity",1.0,undirected
"Actuality","Reality",3.0,undirected
"Actuality","Reason",2.0,undirected
"Actuality","Relationship",5.0,undirected
"Actuality","Religion",4.0,undirected
"Actuality","Remoteness",1.0,undirected
"Actuality","Renunciation",1.0,undirected
"Actuality","Sacrifice",2.0,undirected
"Actuality","Science",2.0,undirected
"Actuality","Self-conscious",5.0,undirected
"Actuality","Sensibility",1.0,undirected
"Actuality","Shape",6.0,undirected
"Actuality","Sidedness",1.0,undirected
"Actuality","Simplicity",2.0,undirected
"Actuality","Singleness",3.0,undirected
"Actuality","Soul",2.0,undirected
"Actuality","Species",2.0,undirected
"Actuality","Spirit",41.0,undirected
"Actuality","Subject",7.0,undirected
"Actuality","Substance",22.0,undirected
"Actuality","Substantiality",1.0,undirected
"Actuality","Supersensible",2.0,undirected
"Actuality","Time",13.0,undirected
"Actuality","Totality",2.0,undirected
"Actuality","Transition",4.0,undirected
"Actuality","Unchangeable",2.0,undirected
"Actuality","Union",1.0,undirected
"Actuality","Unity",12.0,undirected
"Actuality","Universality",6.0,undirected
"Actuality","Unreality",2.0,undirected
"Actuality","Utility",1.0,undirected
"Actuality","Utterance",1.0,undirected
"Actuality","Virtue",4.0,undirected
"Actuality","Work",5.0,undirected
"Actuality","World",27.0,undirected
"Adornment","Art",1.0,undirected
"Adornment","Enjoyment",1.0,undirected
"Adornment","Existence",1.0,undirected
"Adornment","Glory",2.0,undirected
"Adornment","God",1.0,undirected
"Adornment","Honour",2.0,undirected
"Adornment","Messenger",1.0,undirected
"Adornment","Nation",3.0,undirected
"Adornment","Nature",1.0,undirected
"Adornment","Reality",1.0,undirected
"Adornment","Work",1.0,undirected
"Air","Contingency",1.0,undirected
"Air","Continuity",1.0,undirected
"Air","Freedom",1.0,undirected
"Air","Life",1.0,undirected
"Air","Manifold",1.0,undirected
"Air","Nature",4.0,undirected
"Air","Notion",2.0,undirected
"Air","Reflection",1.0,undirected
"Air","Shape",1.0,undirected
"Alienation","Antithesis",1.0,undirected
"Alienation","Being",7.0,undirected
"Alienation","Character",1.0,undirected
"Alienation","Consciousness",11.0,undirected
"Alienation","Content",2.0,undirected
"Alienation","Culture",2.0,undirected
"Alienation","Enlightenment",1.0,undirected
"Alienation","Essence",3.0,undirected
"Alienation","Existence",4.0,undirected
"Alienation","Externalization",2.0,undirected
"Alienation","Faith",2.0,undirected
"Alienation","Forms",3.0,undirected
"Alienation","Hand",1.0,undirected
"Alienation","Hope",1.0,undirected
"Alienation","Intention",1.0,undirected
"Alienation","Knowledge",2.0,undirected
"Alienation","Life",2.0,undirected
"Alienation","Mediation",1.0,undirected
"Alienation","Moment",5.0,undirected
"Alienation","Monarch",1.0,undirected
"Alienation","Movement",1.0,undirected
"Alienation","Nature",2.0,undirected
"Alienation","Negation",1.0,undirected
"Alienation","Notion",4.0,undirected
"Alienation","Nullity",1.0,undirected
"Alienation","Otherness",1.0,undirected
"Alienation","Positive",3.0,undirected
"Alienation","Power",1.0,undirected
"Alienation","Principle",1.0,undirected
"Alienation","Reality",2.0,undirected
"Alienation","Reason",1.0,undirected
"Alienation","Spirit",9.0,undirected
"Alienation","Subject",1.0,undirected
"Alienation","Substance",6.0,undirected
"Alienation","Time",1.0,undirected
"Alienation","Transition",1.0,undirected
"Alienation","Unchangeable",1.0,undirected
"Alienation","Unity",3.0,undirected
"Alienation","Universality",2.0,undirected
"Alienation","World",10.0,undirected
"Animal","Artificer",1.0,undirected
"Animal","Being",4.0,undirected
"Animal","Character",1.0,undirected
"Animal","Cognition",1.0,undirected
"Animal","Community",1.0,undirected
"Animal","Consciousness",9.0,undirected
"Animal","Death",1.0,undirected
"Animal","Desire",1.0,undirected
"Animal","Determinations",1.0,undirected
"Animal","Earnestness",1.0,undirected
"Animal","Electricity",2.0,undirected
"Animal","Essence",2.0,undirected
"Animal","Existence",5.0,undirected
"Animal","Force",1.0,undirected
"Animal","Forms",7.0,undirected
"Animal","God",3.0,undirected
"Animal","Hand",2.0,undirected
"Animal","Immediacy",1.0,undirected
"Animal","Individuality",2.0,undirected
"Animal","Irritability",1.0,undirected
"Animal","Kingdom",2.0,undirected
"Animal","Life",6.0,undirected
"Animal","Matter",2.0,undirected
"Animal","Moment",1.0,undirected
"Animal","Movement",1.0,undirected
"Animal","Nature",4.0,undirected
"Animal","Notion",1.0,undirected
"Animal","Object",1.0,undirected
"Animal","Observer",1.0,undirected
"Animal","Organism",3.0,undirected
"Animal","Perception",2.0,undirected
"Animal","Power",1.0,undirected
"Animal","Reality",2.0,undirected
"Animal","Reason",1.0,undirected
"Animal","Religion",1.0,undirected
"Animal","Renunciation",1.0,undirected
"Animal","Self-conscious",2.0,undirected
"Animal","Shape",6.0,undirected
"Animal","Spirit",5.0,undirected
"Animal","Subject",2.0,undirected
"Animal","Substance",1.0,undirected
"Animal","Time",1.0,undirected
"Animal","Transition",1.0,undirected
"Animal","Understanding",4.0,undirected
"Animal","Universality",1.0,undirected
"Animal","Violence",1.0,undirected
"Animal","Work",2.0,undirected
"Animal","World",1.0,undirected
"Antigone","Crime",1.0,undirected
"Antigone","Duty",1.0,undirected
"Antigone","Existence",1.0,undirected
"Antigone","Hope",1.0,undirected
"Antigone","Law",2.0,undirected
"Antigone","Relationship",2.0,undirected
"Antigone","Self-conscious",1.0,undirected
"Antigone","Sister",1.0,undirected
"Antigone","Spirit",1.0,undirected
"Antigone","Time",1.0,undirected
"Antithesis","Being",21.0,undirected
"Antithesis","Certainty",5.0,undirected
"Antithesis","Character",4.0,undirected
"Antithesis","Cohesion",1.0,undirected
"Antithesis","Community",1.0,undirected
"Antithesis","Conception",1.0,undirected
"Antithesis","Consciousness",67.0,undirected
"Antithesis","Content",12.0,undirected
"Antithesis","Contingency",1.0,undirected
"Antithesis","Continuity",2.0,undirected
"Antithesis","Contradiction",1.0,undirected
"Antithesis","Culture",1.0,undirected
"Antithesis","Determinations",2.0,undirected
"Antithesis","Disparity",2.0,undirected
"Antithesis","Diversity",2.0,undirected
"Antithesis","Duality",2.0,undirected
"Antithesis","Duty",7.0,undirected
"Antithesis","Enjoyment",1.0,undirected
"Antithesis","Essence",14.0,undirected
"Antithesis","Evil",5.0,undirected
"Antithesis","Existence",7.0,undirected
"Antithesis","Expression",2.0,undirected
"Antithesis","Extreme",2.0,undirected
"Antithesis","Force",1.0,undirected
"Antithesis","Forms",13.0,undirected
"Antithesis","Freedom",3.0,undirected
"Antithesis","Hand",7.0,undirected
"Antithesis","Happiness",1.0,undirected
"Antithesis","Hypocrisy",1.0,undirected
"Antithesis","Identity",3.0,undirected
"Antithesis","Immediacy",3.0,undirected
"Antithesis","Individuality",14.0,undirected
"Antithesis","Intension",2.0,undirected
"Antithesis","Intention",1.0,undirected
"Antithesis","Irritability",1.0,undirected
"Antithesis","Knowing",7.0,undirected
"Antithesis","Knowledge",10.0,undirected
"Antithesis","Law",6.0,undirected
"Antithesis","Life",1.0,undirected
"Antithesis","Matter",1.0,undirected
"Antithesis","Mediation",1.0,undirected
"Antithesis","Moment",16.0,undirected
"Antithesis","Morality",5.0,undirected
"Antithesis","Movement",9.0,undirected
"Antithesis","Nature",5.0,undirected
"Antithesis","Negation",1.0,undirected
"Antithesis","Negativity",2.0,undirected
"Antithesis","Notion",19.0,undirected
"Antithesis","Object",9.0,undirected
"Antithesis","Observation",6.0,undirected
"Antithesis","Oneness",1.0,undirected
"Antithesis","Organism",1.0,undirected
"Antithesis","Otherness",2.0,undirected
"Antithesis","Parties",1.0,undirected
"Antithesis","Perception",1.0,undirected
"Antithesis","Physiognomy",1.0,undirected
"Antithesis","Plurality",2.0,undirected
"Antithesis","Power",3.0,undirected
"Antithesis","Principle",1.0,undirected
"Antithesis","Reality",10.0,undirected
"Antithesis","Reason",4.0,undirected
"Antithesis","Recognition",2.0,undirected
"Antithesis","Reflection",3.0,undirected
"Antithesis","Relationship",4.0,undirected
"Antithesis","Religion",1.0,undirected
"Antithesis","Rightness",1.0,undirected
"Antithesis","Sacrifice",1.0,undirected
"Antithesis","Satisfaction",3.0,undirected
"Antithesis","Science",4.0,undirected
"Antithesis","Self-conscious",2.0,undirected
"Antithesis","Sensibility",1.0,undirected
"Antithesis","Sensuousness",2.0,undirected
"Antithesis","Shape",3.0,undirected
"Antithesis","Simplicity",3.0,undirected
"Antithesis","Spirit",6.0,undirected
"Antithesis","Struggle",2.0,undirected
"Antithesis","Subsistence",2.0,undirected
"Antithesis","Substance",6.0,undirected
"Antithesis","Supersensible",1.0,undirected
"Antithesis","Syllogism",1.0,undirected
"Antithesis","Tautology",1.0,undirected
"Antithesis","Time",7.0,undirected
"Antithesis","Transition",2.0,undirected
"Antithesis","Unchangeable",5.0,undirected
"Antithesis","Unchangeableness",1.0,undirected
"Antithesis","Unconscious",1.0,undirected
"Antithesis","Union",2.0,undirected
"Antithesis","Unity",12.0,undirected
"Antithesis","Universality",10.0,undirected
"Antithesis","Virtue",4.0,undirected
"Antithesis","Wisdom",1.0,undirected
"Antithesis","Work",5.0,undirected
"Antithesis","World",7.0,undirected
"Arena","Consciousness",2.0,undirected
"Arena","Hand",1.0,undirected
"Arena","Judgement",1.0,undirected
"Arena","Knowledge",1.0,undirected
"Arena","Morality",1.0,undirected
"Arena","Universality",1.0,undirected
"Arena","World",1.0,undirected
"Art","Beauty",1.0,undirected
"Art","Being",1.0,undirected
"Art","Comedy",1.0,undirected
"Art","Conception",1.0,undirected
"Art","Consciousness",6.0,undirected
"Art","Cult",4.0,undirected
"Art","Essence",2.0,undirected
"Art","Existence",3.0,undirected
"Art","Expression",1.0,undirected
"Art","Fate",1.0,undirected
"Art","Forms",5.0,undirected
"Art","Genesis",1.0,undirected
"Art","God",6.0,undirected
"Art","Hand",2.0,undirected
"Art","Happiness",1.0,undirected
"Art","Individuality",1.0,undirected
"Art","Life",1.0,undirected
"Art","Nation",2.0,undirected
"Art","Notion",1.0,undirected
"Art","Oracle",1.0,undirected
"Art","Order",1.0,undirected
"Art","Otherness",1.0,undirected
"Art","Positive",1.0,undirected
"Art","Principle",1.0,undirected
"Art","Religion",13.0,undirected
"Art","Shape",4.0,undirected
"Art","Simplicity",1.0,undirected
"Art","Spirit",8.0,undirected
"Art","Substance",3.0,undirected
"Art","Unity",1.0,undirected
"Art","Universality",1.0,undirected
"Art","Work",16.0,undirected
"Art","World",3.0,undirected
"Artificer","Being",1.0,undirected
"Artificer","Consciousness",4.0,undirected
"Artificer","Existence",1.0,undirected
"Artificer","Forms",5.0,undirected
"Artificer","Hand",3.0,undirected
"Artificer","Knowing",1.0,undirected
"Artificer","Object",2.0,undirected
"Artificer","Pantheism",1.0,undirected
"Artificer","Self-conscious",1.0,undirected
"Artificer","Shape",2.0,undirected
"Artificer","Spirit",6.0,undirected
"Artificer","Time",1.0,undirected
"Artificer","Understanding",1.0,undirected
"Artificer","Work",2.0,undirected
"Atoms","Content",1.0,undirected
"Atoms","Individuality",1.0,undirected
"Atoms","Monarch",1.0,undirected
"Atoms","Movement",1.0,undirected
"Atoms","Multiplicity",1.0,undirected
"Atoms","Multitude",1.0,undirected
"Atoms","Nature",2.0,undirected
"Atoms","Subsistence",1.0,undirected
"Atoms","Unity",1.0,undirected
"Authority","Being",4.0,undirected
"Authority","Consciousness",5.0,undirected
"Authority","Content",1.0,undirected
"Authority","Conviction",3.0,undirected
"Authority","Enlightenment",2.0,undirected
"Authority","Faith",4.0,undirected
"Authority","Freedom",1.0,undirected
"Authority","Government",2.0,undirected
"Authority","Honour",1.0,undirected
"Authority","Individuality",3.0,undirected
"Authority","Law",7.0,undirected
"Authority","Nature",2.0,undirected
"Authority","Ordinance",1.0,undirected
"Authority","Power",3.0,undirected
"Authority","Reality",5.0,undirected
"Authority","Spirit",1.0,undirected
"Authority","Substance",2.0,undirected
"Beauty","Comedy",1.0,undirected
"Beauty","Consciousness",1.0,undirected
"Beauty","Content",1.0,undirected
"Beauty","Essence",1.0,undirected
"Beauty","Existence",1.0,undirected
"Beauty","Hero",1.0,undirected
"Beauty","Individuality",1.0,undirected
"Beauty","Life",2.0,undirected
"Beauty","Notion",1.0,undirected
"Beauty","Soul",1.0,undirected
"Beauty","Spirit",1.0,undirected
"Beauty","Understanding",1.0,undirected
"Beauty","Wickedness",1.0,undirected
"Beauty","Work",1.0,undirected
"Being","bondsman",2.0,undirected
"Being","Brother",3.0,undirected
"Being","Certainty",60.0,undirected
"Being","Character",31.0,undirected
"Being","Children",1.0,undirected
"Being","Cognition",2.0,undirected
"Being","Cohesion",1.0,undirected
"Being","Commandment",2.0,undirected
"Being","Communion",1.0,undirected
"Being","Community",10.0,undirected
"Being","Concealment",4.0,undirected
"Being","Conception",2.0,undirected
"Being","Consciousness",382.0,undirected
"Being","Content",53.0,undirected
"Being","Contingency",1.0,undirected
"Being","Continuity",1.0,undirected
"Being","Contradiction",6.0,undirected
"Being","Conviction",3.0,undirected
"Being","Cowardice",1.0,undirected
"Being","Crime",2.0,undirected
"Being","Criterion",3.0,undirected
"Being","Cult",7.0,undirected
"Being","Culture",4.0,undirected
"Being","Customs",3.0,undirected
"Being","Darkness",2.0,undirected
"Being","Daughter",1.0,undirected
"Being","Death",9.0,undirected
"Being","Depth",1.0,undirected
"Being","Derangement",1.0,undirected
"Being","Desire",2.0,undirected
"Being","Destruction",3.0,undirected
"Being","Determinatenesses",2.0,undirected
"Being","Determinations",12.0,undirected
"Being","Devotion",2.0,undirected
"Being","Differentiation",1.0,undirected
"Being","Discipline",2.0,undirected
"Being","Disparity",4.0,undirected
"Being","Dissemblance",1.0,undirected
"Being","Dissolution",2.0,undirected
"Being","Diversity",1.0,undirected
"Being","Duality",1.0,undirected
"Being","Duty",29.0,undirected
"Being","Electricity",1.0,undirected
"Being","Elimination",1.0,undirected
"Being","Emptiness",1.0,undirected
"Being","Enjoyment",6.0,undirected
"Being","Enlightenment",17.0,undirected
"Being","Equilibrium",3.0,undirected
"Being","Essence",89.0,undirected
"Being","Evil",10.0,undirected
"Being","Existence",83.0,undirected
"Being","Experience",8.0,undirected
"Being","Expression",15.0,undirected
"Being","Externality",5.0,undirected
"Being","Externalization",10.0,undirected
"Being","Extreme",7.0,undirected
"Being","Faith",35.0,undirected
"Being","Fate",5.0,undirected
"Being","Fear",4.0,undirected
"Being","Force",19.0,undirected
"Being","Forms",106.0,undirected
"Being","Freedom",18.0,undirected
"Being","Genesis",1.0,undirected
"Being","Glory",1.0,undirected
"Being","God",19.0,undirected
"Being","Government",3.0,undirected
"Being","Grace",1.0,undirected
"Being","Grave",1.0,undirected
"Being","Gravity",1.0,undirected
"Being","Hand",35.0,undirected
"Being","Happiness",3.0,undirected
"Being","History",1.0,undirected
"Being","Honour",5.0,undirected
"Being","Idea",10.0,undirected
"Being","Idealism",1.0,undirected
"Being","Identity",20.0,undirected
"Being","Immediacy",41.0,undirected
"Being","Independence",12.0,undirected
"Being","Individuality",53.0,undirected
"Being","Infinity",1.0,undirected
"Being","Instrument",5.0,undirected
"Being","Intention",6.0,undirected
"Being","Interfusion",3.0,undirected
"Being","Inwardness",1.0,undirected
"Being","Isolation",3.0,undirected
"Being","Judgement",5.0,undirected
"Being","Kingdom",2.0,undirected
"Being","Knowing",29.0,undirected
"Being","Knowledge",31.0,undirected
"Being","Labour",1.0,undirected
"Being","Law",44.0,undirected
"Being","Lawgiver",3.0,undirected
"Being","Life",20.0,undirected
"Being","Lordship",1.0,undirected
"Being","Manifold",5.0,undirected
"Being","Mask",2.0,undirected
"Being","Matter",11.0,undirected
"Being","Mediation",7.0,undirected
"Being","Medium",10.0,undirected
"Being","Mind",4.0,undirected
"Being","Moment",104.0,undirected
"Being","Morality",15.0,undirected
"Being","Motion",1.0,undirected
"Being","Movement",50.0,undirected
"Being","Multiplicity",1.0,undirected
"Being","Multitude",1.0,undirected
"Being","Mystery",1.0,undirected
"Being","Nation",2.0,undirected
"Being","Nature",71.0,undirected
"Being","Negation",12.0,undirected
"Being","Negativity",18.0,undirected
"Being","Nothingness",4.0,undirected
"Being","Notion",99.0,undirected
"Being","Object",107.0,undirected
"Being","Observation",14.0,undirected
"Being","Observer",4.0,undirected
"Being","Oneness",2.0,undirected
"Being","Order",13.0,undirected
"Being","Ordinance",1.0,undirected
"Being","Organism",12.0,undirected
"Being","Otherness",13.0,undirected
"Being","Parties",1.0,undirected
"Being","Pathos",3.0,undirected
"Being","Perception",15.0,undirected
"Being","Philosophy",3.0,undirected
"Being","Physiognomy",1.0,undirected
"Being","Plurality",1.0,undirected
"Being","Positive",14.0,undirected
"Being","Possession",6.0,undirected
"Being","Power",31.0,undirected
"Being","Principle",19.0,undirected
"Being","Property",8.0,undirected
"Being","Punishment",2.0,undirected
"Being","Purity",2.0,undirected
"Being","Purposiveness",1.0,undirected
